datetime,IMERG_PRECTOT
2008-03-26,0.0
2008-03-27,0.12
2008-03-28,0.67
2008-03-29,0.0
2008-03-30,0.09
2008-03-31,0.0
2008-04-01,0.06
2008-04-02,7.1
2008-04-03,1.16
2008-04-04,0.31
2008-04-05,7.49
2008-04-06,10.01
2008-04-07,25.59
2008-04-08,0.84
2008-04-09,3.17
2008-04-10,0.14
2008-04-11,0.13
2008-04-12,0.0
2008-04-13,0.62
2008-04-14,2.1
2008-04-15,5.79
2008-04-16,0.0
2008-04-17,0.25
2008-04-18,0.39
2008-04-19,0.04
2008-04-20,0.02
2008-04-21,0.0
2008-04-22,1.34
2008-04-23,12.88
2008-04-24,1.17
2008-04-25,2.11
2008-04-26,2.38
2008-04-27,0.1
2008-04-28,0.0
2008-04-29,0.01
2008-04-30,14.06
2008-05-01,0.16
2008-05-02,0.03
2008-05-03,0.02
2008-05-04,1.57
2008-05-05,0.0
2008-05-06,0.02
2008-05-07,0.05
2008-05-08,0.07
2008-05-09,0.0
2008-05-10,0.13
2008-05-11,0.02
2008-05-12,0.0
2008-05-13,0.21
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,0.13
2008-05-17,0.02
2008-05-18,0.06
2008-05-19,0.25
2008-05-20,0.1
2008-05-21,0.09
2008-05-22,0.09
2008-05-23,0.02
2008-05-24,0.16
2008-05-25,0.0
2008-05-26,1.47
2008-05-27,0.05
2008-05-28,8.41
2008-05-29,10.65
2008-05-30,20.77
2008-05-31,0.0
2008-06-01,0.0
2008-06-02,3.35
2008-06-03,0.01
2008-06-04,0.0
2008-06-05,0.05
2008-06-06,0.0
2008-06-07,0.0
2008-06-08,0.0
2008-06-09,0.0
2008-06-10,0.0
2008-06-11,0.0
2008-06-12,0.0
2008-06-13,0.0
2008-06-14,1.32
2008-06-15,0.0
2008-06-16,2.3
2008-06-17,0.68
2008-06-18,0.13
2008-06-19,0.0
2008-06-20,0.0
2008-06-21,0.0
2008-06-22,0.0
2008-06-23,0.0
2008-06-24,0.0
2008-06-25,0.0
2008-06-26,0.0
2008-06-27,0.61
2008-06-28,12.23
2008-06-29,3.66
2008-06-30,0.0
2008-07-01,0.0
2008-07-02,10.11
2008-07-03,0.02
2008-07-04,0.0
2008-07-05,0.0
2008-07-06,1.16
2008-07-07,13.97
2008-07-08,5.24
2008-07-09,8.48
2008-07-10,1.4
2008-07-11,0.03
2008-07-12,0.0
2008-07-13,0.0
2008-07-14,0.0
2008-07-15,0.69
2008-07-16,0.02
2008-07-17,0.0
2008-07-18,0.0
2008-07-19,0.0
2008-07-20,0.0
2008-07-21,0.0
2008-07-22,0.0
2008-07-23,0.0
2008-07-24,0.0
2008-07-25,0.0
2008-07-26,0.0
2008-07-27,0.0
2008-07-28,0.0
2008-07-29,0.0
2008-07-30,0.0
2008-07-31,2.56
2008-08-01,2.93
2008-08-02,2.91
2008-08-03,0.0
2008-08-04,0.0
2008-08-05,0.0
2008-08-06,0.08
2008-08-07,0.01
2008-08-08,0.01
2008-08-09,0.13
2008-08-10,0.13
2008-08-11,0.0
2008-08-12,0.99
2008-08-13,17.9
2008-08-14,0.08
2008-08-15,0.19
2008-08-16,9.5
2008-08-17,28.78
2008-08-18,30.93
2008-08-19,0.94
2008-08-20,0.01
2008-08-21,0.05
2008-08-22,0.09
2008-08-23,0.2
2008-08-24,3.62
2008-08-25,0.02
2008-08-26,0.08
2008-08-27,0.0
2008-08-28,0.0
2008-08-29,0.0
2008-08-30,0.04
2008-08-31,0.0
2008-09-01,0.0
2008-09-02,0.0
2008-09-03,0.0
2008-09-04,0.0
2008-09-05,0.0
2008-09-06,0.0
2008-09-07,0.0
2008-09-08,0.0
2008-09-09,0.0
2008-09-10,0.0
2008-09-11,0.0
2008-09-12,0.0
2008-09-13,0.0
2008-09-14,0.0
2008-09-15,0.0
2008-09-16,0.0
2008-09-17,0.02
2008-09-18,1.62
2008-09-19,3.69
2008-09-20,0.0
2008-09-21,0.0
2008-09-22,0.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-25,0.01
2008-09-26,0.01
2008-09-27,0.02
2008-09-28,0.0
2008-09-29,0.0
2008-09-30,0.0
2008-10-01,0.1
2008-10-02,0.01
2008-10-03,0.02
2008-10-04,5.81
2008-10-05,0.0
2008-10-06,0.0
2008-10-07,0.5
2008-10-08,1.69
2008-10-09,0.0
2008-10-10,0.0
2008-10-11,0.15
2008-10-12,4.18
2008-10-13,0.91
2008-10-14,1.59
2008-10-15,0.01
2008-10-16,0.01
2008-10-17,0.08
2008-10-18,0.0
2008-10-19,0.0
2008-10-20,0.0
2008-10-21,2.67
2008-10-22,0.06
2008-10-23,6.57
2008-10-24,0.02
2008-10-25,0.0
2008-10-26,0.0
2008-10-27,0.11
2008-10-28,0.09
2008-10-29,0.54
2008-10-30,0.12
2008-10-31,0.0
2008-11-01,1.88
2008-11-02,4.16
2008-11-03,0.0
2008-11-04,0.0
2008-11-05,1.09
2008-11-06,0.01
2008-11-07,0.0
2008-11-08,0.0
2008-11-09,1.42
2008-11-10,0.0
2008-11-11,0.0
2008-11-12,0.0
2008-11-13,0.0
2008-11-14,1.1
2008-11-15,0.0
2008-11-16,0.09
2008-11-17,0.0
2008-11-18,0.8
2008-11-19,0.0
2008-11-20,0.01
2008-11-21,0.24
2008-11-22,0.03
2008-11-23,2.09
2008-11-24,8.24
2008-11-25,0.0
2008-11-26,0.0
2008-11-27,0.07
2008-11-28,8.39
2008-11-29,24.6
2008-11-30,0.73
2008-12-01,0.0
2008-12-02,6.07
2008-12-03,0.0
2008-12-04,2.02
2008-12-05,0.0
2008-12-06,0.0
2008-12-07,0.0
2008-12-08,2.4
2008-12-09,0.0
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,0.97
2008-12-13,4.35
2008-12-14,0.12
2008-12-15,0.0
2008-12-16,14.33
2008-12-17,3.88
2008-12-18,0.0
2008-12-19,0.01
2008-12-20,0.0
2008-12-21,7.53
2008-12-22,25.13
2008-12-23,2.65
2008-12-24,0.0
2008-12-25,0.28
2008-12-26,18.06
2008-12-27,4.62
2008-12-28,2.02
2008-12-29,2.18
2008-12-30,16.11
2008-12-31,0.0
2009-01-01,4.09
2009-01-02,10.69
2009-01-03,2.67
2009-01-04,0.84
2009-01-05,0.45
2009-01-06,8.35
2009-01-07,0.04
2009-01-08,1.96
2009-01-09,0.17
2009-01-10,0.13
2009-01-11,11.16
2009-01-12,3.16
2009-01-13,0.23
2009-01-14,0.48
2009-01-15,5.85
2009-01-16,1.45
2009-01-17,16.67
2009-01-18,2.47
2009-01-19,15.8
2009-01-20,14.7
2009-01-21,4.33
2009-01-22,0.42
2009-01-23,6.22
2009-01-24,1.33
2009-01-25,0.84
2009-01-26,14.73
2009-01-27,3.74
2009-01-28,0.7
2009-01-29,7.97
2009-01-30,4.01
2009-01-31,2.15
2009-02-01,1.29
2009-02-02,17.46
2009-02-03,6.7
2009-02-04,0.0
2009-02-05,0.0
2009-02-06,0.95
2009-02-07,0.74
2009-02-08,0.02
2009-02-09,8.89
2009-02-10,4.91
2009-02-11,3.31
2009-02-12,7.61
2009-02-13,15.63
2009-02-14,30.45
2009-02-15,4.96
2009-02-16,1.97
2009-02-17,0.11
2009-02-18,27.7
2009-02-19,0.16
2009-02-20,0.01
2009-02-21,19.6
2009-02-22,0.0
2009-02-23,0.17
2009-02-24,0.7
2009-02-25,0.27
2009-02-26,0.0
2009-02-27,5.65
2009-02-28,8.44
2009-03-01,0.0
2009-03-02,0.0
2009-03-03,6.26
2009-03-04,0.08
2009-03-05,0.0
2009-03-06,0.0
2009-03-07,0.32
2009-03-08,0.0
2009-03-09,0.02
2009-03-10,1.53
2009-03-11,11.56
2009-03-12,0.58
2009-03-13,1.47
2009-03-14,0.71
2009-03-15,28.77
2009-03-16,0.02
2009-03-17,16.55
2009-03-18,3.22
2009-03-19,7.26
2009-03-20,0.0
2009-03-21,0.0
2009-03-22,0.01
2009-03-23,0.07
2009-03-24,0.0
2009-03-25,8.79
2009-03-26,4.3
2009-03-27,3.01
2009-03-28,0.02
2009-03-29,9.0
2009-03-30,16.46
2009-03-31,0.01
2009-04-01,0.02
2009-04-02,0.0
2009-04-03,0.0
2009-04-04,0.03
2009-04-05,0.03
2009-04-06,0.12
2009-04-07,0.0
2009-04-08,0.02
2009-04-09,0.07
2009-04-10,0.08
2009-04-11,1.24
2009-04-12,11.1
2009-04-13,0.19
